ra,dec,flux65,flux90,flux140,flux160,qflag65,qflag90,qflag140,qflag160,peak_wl,peak_flux
27.45663,53.80659,2.721,4.624,,0.0446,1,1,2,0,90.0,4.624
34.35425,61.5963,2.459,3.897,,0.275,1,1,2,0,90.0,3.897
31.86505,-2.09185,1.234,3.223,,0.063,1,1,2,0,90.0,3.223
40.96831,-14.81042,2.675,3.163,,0.0467,1,1,2,0,90.0,3.163
34.23829,61.00903,0.1726,3.685,,0.0432,1,1,2,0,90.0,3.685
53.26669,32.03845,1.187,4.34,,0.0446,1,1,2,0,90.0,4.34
100.088,9.44371,1.822,8.491,,0.107,1,1,2,0,90.0,8.491
358.49038,58.63915,1.236,4.165,,0.0911,1,1,2,0,90.0,4.165
107.23012,-7.88367,1.207,4.312,,0.141,1,1,2,0,90.0,4.312
56.3886,23.99873,2.533,5.646,,0.402,1,1,2,0,90.0,5.646
44.16493,20.54033,1.813,4.429,,0.0492,1,1,2,0,90.0,4.429
88.00088,27.90917,1.523,3.05,,0.096,1,1,2,0,90.0,3.05
15.69713,61.93334,0.9446,3.406,,0.296,1,1,2,0,90.0,3.406
34.60926,66.08107,2.838,3.186,,0.0363,1,1,2,0,90.0,3.186
84.59796,6.3949,0.4868,4.393,,0.0631,1,3,2,0,90.0,4.393
16.25978,65.70562,1.549,3.171,,0.0908,1,1,2,0,90.0,3.171
49.79156,56.9555,1.334,3.713,,0.0473,1,1,2,0,90.0,3.713
54.50837,31.62338,2.173,4.91,,0.308,3,1,2,0,90.0,4.91
92.46299,-6.37803,2.754,4.86,,0.585,3,3,2,0,90.0,4.86
55.61824,38.96817,2.289,3.719,,0.0597,1,1,2,0,90.0,3.719
34.8883,61.01421,2.293,12.04,,0.992,1,3,2,0,90.0,12.04
80.26403,7.59288,2.83,3.381,,0.174,3,1,2,0,90.0,3.381
83.48141,7.32193,2.774,3.701,,0.0374,3,1,2,0,90.0,3.701
21.47949,-20.31449,1.646,3.024,,0.0423,1,1,2,0,90.0,3.024
53.35889,54.8433,1.412,4.856,,0.0588,1,1,2,0,90.0,4.856
243.68298,-48.51861,2.451,6.256,,0.194,1,1,3,1,90.0,6.256
49.07384,58.14863,2.55,10.08,,0.0274,1,3,2,0,90.0,10.08
81.15303,-28.54883,1.233,4.54,,0.0629,1,1,2,0,90.0,4.54
273.15409,-8.7921,1.316,6.792,,0.0171,1,1,2,0,90.0,6.792
113.17017,-26.30098,0.04697,4.241,,0.118,1,1,2,0,90.0,4.241
56.66883,42.94184,2.346,5.048,,0.0572,1,3,2,0,90.0,5.048
91.32481,-27.8578,2.803,3.633,,0.0658,1,1,2,0,90.0,3.633
46.19508,60.41397,2.819,4.197,,0.0631,1,1,2,0,90.0,4.197
53.78925,53.13989,1.09,3.272,,0.0306,1,1,2,0,90.0,3.272
77.99077,10.90585,1.861,5.893,,0.258,1,1,2,0,90.0,5.893
51.67015,54.92834,2.644,7.918,,0.0949,1,1,2,0,90.0,7.918
85.6303,-3.58738,1.411,3.071,,0.109,1,1,2,0,90.0,3.071
47.45817,57.76652,2.693,3.493,,0.253,1,1,2,0,90.0,3.493
17.7829,65.68907,2.964,4.313,,0.0822,1,1,2,0,90.0,4.313
3.54022,65.62549,2.539,7.531,,0.0847,1,1,2,0,90.0,7.531
75.23964,-9.28111,2.135,4.105,,0.0421,3,3,2,0,90.0,4.105
76.95341,-6.25138,0.887,6.149,,0.296,1,1,2,0,90.0,6.149
99.29588,-27.15492,1.442,4.254,,0.0535,1,1,2,0,90.0,4.254
76.29297,37.75445,0.6934,3.277,,0.06,1,1,2,0,90.0,3.277
92.39958,-6.473,2.994,4.883,,0.0368,1,1,2,0,90.0,4.883
39.24148,-25.20691,0.8862,3.173,,0.101,1,1,2,0,90.0,3.173
271.99166,-24.44453,1.353,4.919,,0.18,1,1,3,1,90.0,4.919
60.68536,51.16317,2.255,5.626,,0.331,1,1,2,0,90.0,5.626
288.92962,16.41868,1.556,4.094,,0.0919,1,1,2,0,90.0,4.094
82.7726,-0.3912,1.055,213.0,,0.0129,1,1,2,0,90.0,213.0
58.05129,54.02421,1.884,3.022,,0.0762,1,1,2,0,90.0,3.022
42.89523,60.10902,1.563,5.417,,0.304,1,1,2,0,90.0,5.417
16.81404,32.52071,1.916,3.037,,0.026,1,1,2,0,90.0,3.037
50.07893,60.28758,1.165,5.43,,0.347,1,1,2,0,90.0,5.43
18.21376,16.2757,2.643,4.192,,0.0693,1,1,2,0,90.0,4.192
56.53404,45.84074,0.1718,3.087,,0.103,1,1,2,0,90.0,3.087
85.66902,35.43063,2.016,3.148,,0.0309,1,1,2,0,90.0,3.148
84.99466,-3.11795,1.702,3.719,,0.205,1,1,2,0,90.0,3.719
54.86496,31.91291,0.403,3.421,,0.0955,1,1,2,0,90.0,3.421
273.2521,-13.2566,2.637,14.7,,0.626,1,1,3,1,90.0,14.7
271.57468,-24.88926,2.946,5.681,,2.95,1,1,3,1,90.0,5.681
15.33625,65.10146,2.911,4.524,,0.0776,1,1,2,0,90.0,4.524
47.37719,60.11496,1.002,3.809,,0.029,1,1,2,0,90.0,3.809
56.42102,24.11014,2.169,3.013,,0.288,1,1,2,0,90.0,3.013
64.48738,54.49797,0.1304,4.625,,0.145,1,1,2,0,90.0,4.625
92.91946,13.72838,1.26,4.261,,0.0648,1,1,2,0,90.0,4.261
60.50435,61.58883,2.048,4.267,,0.0488,3,1,2,0,90.0,4.267
234.9635,-49.89278,0.4762,3.125,,0.00479,1,1,2,0,90.0,3.125
86.34985,5.8657,0.5469,4.877,,0.148,1,1,2,0,90.0,4.877
81.76195,12.97143,1.857,3.844,,0.105,2,1,2,0,90.0,3.844
57.65923,38.88709,2.14,3.449,,0.0569,1,2,2,0,90.0,3.449
51.29078,58.38542,2.25,4.145,,0.0466,1,1,2,0,90.0,4.145
247.86912,-36.82062,1.598,3.247,,0.0791,1,1,2,0,90.0,3.247
20.88511,62.41699,0.396,5.183,,0.0912,1,1,2,0,90.0,5.183
12.62085,-73.45106,0.2789,4.047,,0.0693,1,1,2,0,90.0,4.047
27.75431,19.38616,2.287,3.603,,0.0832,1,1,2,0,90.0,3.603
90.64481,20.3025,2.665,3.972,,0.0382,1,1,2,0,90.0,3.972
83.82936,40.88968,2.639,5.636,,0.0355,1,1,2,0,90.0,5.636
39.42484,59.99053,2.735,4.649,,0.0885,1,1,2,0,90.0,4.649
63.05472,48.22969,2.063,3.217,,0.0593,1,1,2,0,90.0,3.217
288.34876,6.9105,1.702,12.21,,0.122,1,3,2,0,90.0,12.21
82.96322,-10.41,2.464,3.753,,0.222,1,1,2,0,90.0,3.753
49.3808,60.94466,2.301,3.413,,0.0734,3,1,2,0,90.0,3.413
54.96787,32.08758,1.911,5.919,,0.133,3,1,2,0,90.0,5.919
41.78611,61.32716,0.9336,5.426,,0.313,1,1,2,0,90.0,5.426
55.96141,31.89903,2.79,7.427,,0.00699,1,1,2,0,90.0,7.427
38.93086,62.68532,0.5116,4.811,,0.0916,1,1,2,0,90.0,4.811
16.25344,58.52465,1.061,3.216,,0.0973,1,1,2,0,90.0,3.216
12.85104,64.73913,1.822,3.947,,0.0255,1,1,2,0,90.0,3.947
45.45372,59.83308,2.123,4.603,,0.199,1,1,2,0,90.0,4.603
52.5603,31.6661,2.874,5.091,,0.0716,1,1,2,0,90.0,5.091
49.85654,-6.12065,1.855,3.084,,0.0595,1,1,2,0,90.0,3.084
256.4349,-47.52306,2.548,4.657,,0.101,1,1,2,0,90.0,4.657
231.01903,-53.67551,2.488,3.299,,0.381,1,1,2,0,90.0,3.299
83.79379,36.87535,0.7438,3.396,,0.0984,1,1,2,0,90.0,3.396
64.62398,-26.1453,0.9738,3.859,,0.0318,1,1,2,0,90.0,3.859
139.1259,-47.38118,2.077,3.638,,0.252,1,1,2,0,90.0,3.638
84.09119,-3.76518,2.412,4.88,,0.387,1,1,2,0,90.0,4.88
61.78136,36.25879,0.3211,3.311,,0.0358,1,1,2,0,90.0,3.311
22.01172,67.1631,2.877,3.38,,0.264,1,1,2,0,90.0,3.38
84.25822,-3.34201,1.137,5.099,,0.0437,1,3,2,0,90.0,5.099
248.04811,-43.38273,0.9311,4.459,,0.0347,1,1,2,0,90.0,4.459
27.19358,20.26497,2.812,4.801,,0.051,3,3,2,0,90.0,4.801
55.86784,31.71366,2.671,4.483,,0.196,1,1,2,0,90.0,4.483
81.04082,10.3092,2.94,3.286,,0.143,3,1,2,0,90.0,3.286
20.41848,78.62694,2.665,3.611,,0.0496,1,1,2,0,90.0,3.611
10.60579,14.70011,0.982,3.452,,0.151,1,1,2,0,90.0,3.452
82.72589,8.33168,0.4922,4.28,,0.0222,1,1,2,0,90.0,4.28
284.44736,28.88895,1.64,3.009,,0.0432,1,1,2,0,90.0,3.009
58.40989,11.36619,1.509,3.06,,0.381,1,1,8,8,90.0,3.06
230.10441,-54.37649,2.672,3.165,,0.06,1,1,2,0,90.0,3.165
86.39359,9.49041,2.017,5.57,,0.0406,1,1,2,0,90.0,5.57
55.9615,32.79888,1.901,7.214,,0.35,3,1,2,0,90.0,7.214
84.40804,-6.33345,2.444,4.133,,0.39,1,1,2,0,90.0,4.133
10.83172,62.32595,1.669,3.515,,0.052,1,1,2,0,90.0,3.515
55.73248,31.91007,1.687,3.497,0.0282,0.48,1,1,2,0,90.0,3.497
290.61814,13.55309,1.776,3.04,,1.01,1,1,3,1,90.0,3.04
35.27051,62.01503,1.093,8.112,,0.487,1,1,2,0,90.0,8.112
88.94289,8.31765,0.691,3.397,,0.0504,1,1,2,0,90.0,3.397
82.84239,51.00978,1.991,3.205,,0.105,1,1,2,0,90.0,3.205
242.8985,-29.62683,1.75,3.208,,0.102,1,1,2,0,90.0,3.208
61.56814,54.72011,0.2458,3.693,,0.0672,1,1,2,0,90.0,3.693
83.81682,12.69283,1.104,3.35,,0.16,1,1,2,0,90.0,3.35
83.42145,-3.74697,2.881,4.295,,0.0502,1,1,2,0,90.0,4.295
40.08049,62.31995,2.852,4.533,,0.246,1,1,2,0,90.0,4.533
24.57332,-22.93004,0.2805,3.206,,0.0844,1,1,2,0,90.0,3.206
52.74138,32.17567,1.251,3.471,,0.0572,1,1,2,0,90.0,3.471
16.51159,63.22168,2.67,3.284,,0.0366,1,1,2,0,90.0,3.284
86.67808,17.9509,0.8114,3.285,,0.0784,1,1,2,0,90.0,3.285
82.93477,-2.74606,2.426,4.577,,0.126,1,1,2,0,90.0,4.577
86.46651,-8.66624,1.91,3.866,,0.0389,1,1,2,0,90.0,3.866
53.52774,58.09791,2.399,4.258,,0.127,1,1,8,8,90.0,4.258
51.64628,58.90665,2.578,7.021,,0.139,1,1,2,0,90.0,7.021
36.83068,63.12451,1.398,4.196,,0.0747,1,1,2,0,90.0,4.196
55.42085,26.72096,2.017,3.239,,0.00841,1,1,2,0,90.0,3.239
54.04411,32.27394,2.77,3.602,,0.0979,1,1,2,0,90.0,3.602
50.17929,-1.10938,2.249,3.158,,0.0856,1,1,2,0,90.0,3.158
257.75175,-45.65327,1.637,4.715,,0.197,1,1,3,1,90.0,4.715
85.13522,-7.28853,0.8336,3.588,,0.148,1,1,2,0,90.0,3.588
4.4307,-33.39921,2.603,3.103,,0.0986,3,1,2,0,90.0,3.103
238.85606,-55.28235,2.378,3.533,,0.187,1,1,3,1,90.0,3.533
241.58951,-55.88294,2.953,5.475,,0.529,1,1,2,0,90.0,5.475
60.10103,36.87042,1.509,3.591,,0.127,1,1,2,0,90.0,3.591
36.33961,23.82894,1.255,4.571,,0.0251,1,1,2,0,90.0,4.571
82.90884,-2.71848,1.877,3.446,,0.101,1,1,2,0,90.0,3.446
52.29959,56.6319,1.078,3.355,,0.142,1,1,2,0,90.0,3.355
31.83458,-25.44279,2.226,3.76,,0.275,1,1,2,0,90.0,3.76
62.49699,39.97463,1.833,5.703,,0.074,1,1,2,0,90.0,5.703
86.68991,0.72733,2.899,3.388,,0.0662,1,1,2,0,90.0,3.388
88.44229,19.97791,0.3864,3.479,,0.0839,1,1,2,0,90.0,3.479
61.24772,50.98228,2.663,3.77,,0.129,1,1,2,0,90.0,3.77
261.84854,-47.8711,1.689,3.304,,0.128,1,1,2,0,90.0,3.304
274.59715,-27.62738,0.4849,3.232,,0.0924,1,1,2,0,90.0,3.232
300.05963,30.58917,2.305,5.086,,0.0776,1,1,2,0,90.0,5.086
83.34221,-1.50332,2.199,5.428,,0.131,1,1,2,0,90.0,5.428
82.2959,-1.19497,2.567,3.651,,0.105,3,1,2,0,90.0,3.651
35.45371,61.39778,1.526,5.321,,0.185,1,1,2,0,90.0,5.321
45.346,60.23857,1.466,3.965,,0.259,1,1,2,0,90.0,3.965
290.23725,-6.31052,0.9293,3.324,,0.0226,1,1,2,0,90.0,3.324
47.26962,57.43174,1.569,6.377,,0.248,1,1,2,0,90.0,6.377
84.98308,13.96241,0.897,3.602,,0.12,1,1,2,0,90.0,3.602
232.21499,-61.00344,2.578,3.37,,0.135,3,1,2,0,90.0,3.37
48.91853,57.31295,2.636,5.492,,0.228,1,1,2,0,90.0,5.492
94.29451,22.75135,1.418,5.649,,0.218,1,1,2,0,90.0,5.649
86.93987,-4.34006,2.686,3.833,,0.0599,1,1,2,0,90.0,3.833
54.46632,31.43902,1.302,7.552,,0.715,1,3,2,0,90.0,7.552
84.85692,30.20168,2.383,3.027,,0.0263,3,1,2,0,90.0,3.027
65.76604,53.91682,1.758,4.247,,0.115,1,1,2,0,90.0,4.247
149.38446,3.07971,1.977,3.149,,0.131,1,1,2,0,90.0,3.149
14.7488,-72.75524,0.9564,3.242,,0.102,1,1,2,0,90.0,3.242
83.25982,12.97317,1.868,5.721,,0.341,1,1,2,0,90.0,5.721
135.36217,-49.52612,2.854,3.013,,0.117,1,1,2,0,90.0,3.013
25.15607,62.17275,2.468,4.634,,0.106,1,1,2,0,90.0,4.634
58.66159,11.89889,0.4584,3.57,,0.0725,1,1,2,0,90.0,3.57
85.06391,-16.92829,2.273,4.424,,0.0519,1,1,2,0,90.0,4.424
47.58071,58.81107,2.573,4.685,,0.141,1,1,2,0,90.0,4.685
275.29638,-20.04767,1.106,3.091,,1.05,1,1,3,1,90.0,3.091
16.60253,-1.69579,0.435,3.649,,0.0348,1,1,2,0,90.0,3.649
82.68099,34.42683,0.5079,4.101,,0.192,1,1,2,0,90.0,4.101
64.79335,52.8987,1.628,4.681,,0.765,1,1,2,0,90.0,4.681
58.90852,37.28638,0.2272,3.43,,0.158,1,1,2,0,90.0,3.43
79.54788,14.05629,0.9521,5.888,,0.092,1,1,2,0,90.0,5.888
86.09781,-3.22841,2.435,5.174,,0.0582,1,1,2,0,90.0,5.174
55.63014,31.99666,0.8508,6.667,,0.175,1,1,2,0,90.0,6.667
85.88452,30.65849,0.921,3.794,,0.0786,1,1,2,0,90.0,3.794
62.22963,54.84654,2.429,4.326,,0.203,1,1,2,0,90.0,4.326
32.88318,60.31375,0.7108,4.045,,0.0742,1,1,2,0,90.0,4.045
21.10352,-24.11286,1.956,5.566,,0.0984,1,3,2,0,90.0,5.566
84.2976,-4.82643,2.602,4.692,,0.731,1,1,2,0,90.0,4.692
84.46325,-3.72096,2.43,3.438,,0.0593,1,1,2,0,90.0,3.438
72.67697,8.86661,2.711,3.177,,0.0456,1,1,2,0,90.0,3.177
54.49498,-6.26987,2.103,4.089,,0.0836,1,1,2,0,90.0,4.089
81.09277,10.37046,1.809,5.627,,0.0663,1,3,2,0,90.0,5.627
29.93229,60.76964,2.988,7.665,,0.124,1,1,2,0,90.0,7.665
86.6281,9.87497,1.799,3.513,,0.0494,1,1,2,0,90.0,3.513
105.49891,-48.1189,1.494,3.342,,0.0891,1,1,2,0,90.0,3.342
76.65756,-17.55301,2.934,3.091,,0.0598,1,1,2,0,90.0,3.091
238.68677,-26.02794,0.0065,3.409,,0.167,1,1,2,0,90.0,3.409
246.30874,-48.96703,0.5057,26.26,0.561,0.705,1,3,3,1,90.0,26.26
86.91857,6.90036,1.012,8.602,,0.145,1,3,2,0,90.0,8.602
60.51881,52.00262,2.427,3.336,,0.0797,1,1,2,0,90.0,3.336
33.88878,59.92292,1.444,3.464,,0.13,1,1,2,0,90.0,3.464
284.42795,-0.13673,2.173,3.511,,0.0878,1,1,3,1,90.0,3.511
21.59516,26.37689,1.551,3.031,,0.025,1,1,2,0,90.0,3.031
85.95543,36.07208,2.771,4.542,,0.102,3,1,2,0,90.0,4.542
55.93167,32.65371,0.09599,3.732,,0.381,1,1,2,0,90.0,3.732
85.69905,-5.66874,1.188,3.016,,0.102,1,1,2,0,90.0,3.016
48.92546,61.01406,1.163,3.644,,0.0693,1,1,2,0,90.0,3.644
84.8662,-7.59406,2.764,3.254,,0.15,3,1,2,0,90.0,3.254
271.99412,-29.46969,0.9596,4.836,,0.0518,1,3,2,0,90.0,4.836
243.24405,-53.66803,1.949,6.897,,0.145,1,1,3,1,90.0,6.897
56.17623,23.70889,2.263,3.931,,0.056,1,1,2,0,90.0,3.931
56.32071,31.90196,1.651,3.762,,0.111,1,1,2,0,90.0,3.762
85.10243,35.0804,2.519,3.411,,0.107,3,1,2,0,90.0,3.411
25.48178,-28.54891,2.498,3.231,,0.0823,1,1,2,0,90.0,3.231
28.73914,61.75025,1.274,3.698,,0.058,2,1,2,0,90.0,3.698
23.18047,64.94781,2.338,3.725,,0.0257,2,1,8,8,90.0,3.725
86.27893,0.5745,1.348,8.755,,0.0434,1,1,2,0,90.0,8.755
32.88632,-20.04146,2.188,4.498,,0.0698,1,1,2,0,90.0,4.498
79.72297,38.73532,2.801,4.502,,0.162,1,1,2,0,90.0,4.502
81.32912,7.09947,0.9707,3.691,,0.0242,1,1,2,0,90.0,3.691
183.07513,-19.17929,1.972,3.285,,0.0612,1,1,2,0,90.0,3.285
71.60409,-6.91221,1.479,3.051,,0.135,1,1,2,0,90.0,3.051
275.8807,-6.94211,1.622,4.048,,0.116,1,1,2,0,90.0,4.048
25.87944,54.86582,2.806,8.87,,0.0852,3,3,2,0,90.0,8.87
82.18862,49.88248,1.402,3.321,,0.0157,1,1,2,0,90.0,3.321
51.39066,60.96158,2.69,3.629,,0.068,1,1,2,0,90.0,3.629
17.55696,50.17637,1.094,3.006,,0.0623,1,1,2,0,90.0,3.006
282.57269,-12.17443,0.701,6.159,,0.00957,1,1,2,0,90.0,6.159
83.60208,1.20269,1.596,5.68,,0.109,1,1,2,0,90.0,5.68
12.00916,72.39163,1.93,5.883,,0.413,3,1,2,0,90.0,5.883
137.5448,-49.30174,2.026,5.844,,0.441,1,1,2,0,90.0,5.844
245.32574,-19.39823,0.2989,4.378,,0.0799,1,1,2,0,90.0,4.378
45.62772,60.97208,2.46,3.276,,0.143,1,1,2,0,90.0,3.276
74.74453,48.10386,1.299,6.174,,0.203,1,1,2,0,90.0,6.174
54.22194,32.21891,2.807,3.752,,0.0236,1,3,2,0,90.0,3.752
56.69303,24.41602,0.4253,3.469,,0.0898,1,1,2,0,90.0,3.469
86.47667,-5.67331,0.3308,3.455,,0.0646,1,1,2,0,90.0,3.455
38.16231,0.61895,2.253,3.114,,0.0849,1,1,2,0,90.0,3.114
232.87898,-58.23591,2.717,3.331,,0.319,1,1,3,1,90.0,3.331
50.7519,58.34176,2.809,3.458,,0.313,3,1,2,0,90.0,3.458
82.77813,-5.37084,0.08378,5.84,,0.0496,1,1,2,0,90.0,5.84
94.06738,17.73371,0.3249,6.361,,0.119,1,1,2,0,90.0,6.361
135.04471,-44.96615,1.714,3.886,,0.0995,1,1,2,0,90.0,3.886
48.29078,58.64156,0.05756,5.232,,0.137,1,1,2,0,90.0,5.232
34.9434,61.92561,1.298,6.365,,0.501,1,1,2,0,90.0,6.365
52.74347,59.70532,2.978,6.901,,0.0712,1,3,2,0,90.0,6.901
22.49762,63.74954,2.163,3.746,,0.0475,1,1,2,0,90.0,3.746
41.81391,60.58735,2.848,8.385,0.573,0.55,1,1,8,8,90.0,8.385
21.86355,67.24793,1.466,4.292,,0.149,1,3,2,0,90.0,4.292
94.37046,23.22481,2.663,3.942,,0.116,1,1,2,0,90.0,3.942
134.43125,-43.44973,1.842,5.53,,0.171,1,1,3,1,90.0,5.53
15.76893,17.75192,1.119,3.828,,0.0544,1,1,2,0,90.0,3.828
263.05222,-41.49184,1.408,5.117,,0.0354,1,1,2,0,90.0,5.117
23.74876,66.1292,1.35,3.292,,0.0759,1,1,2,0,90.0,3.292
56.71343,-9.52773,2.552,4.498,,0.12,1,1,2,0,90.0,4.498
95.42879,10.74246,2.179,3.296,,0.0764,1,1,2,0,90.0,3.296
83.34905,-6.3716,1.599,4.07,,0.131,1,1,2,0,90.0,4.07
234.35219,-28.60231,2.371,3.572,,0.0927,1,1,2,0,90.0,3.572
85.24888,36.14056,2.622,9.568,,0.834,3,3,2,0,90.0,9.568
87.90664,4.42903,1.331,4.959,,0.0645,1,3,2,0,90.0,4.959
61.49748,54.69935,0.8198,3.254,,0.142,1,1,2,0,90.0,3.254
56.33928,33.97719,1.971,4.184,,0.208,1,3,2,0,90.0,4.184
295.58308,21.34526,0.6385,4.709,,0.0746,1,1,2,0,90.0,4.709
49.5684,60.29133,2.571,5.654,,0.212,1,1,2,0,90.0,5.654
84.46693,-7.16275,2.49,4.991,,0.0454,1,1,8,8,90.0,4.991
33.7204,60.96866,2.572,3.958,,0.146,1,1,2,0,90.0,3.958
98.11717,4.25026,2.953,12.85,,1.55,1,3,2,0,90.0,12.85
85.00299,-0.4922,2.334,4.467,,0.0617,1,1,2,0,90.0,4.467
64.84727,53.4799,0.9713,6.047,,0.306,1,1,2,0,90.0,6.047
46.07018,57.55891,2.008,4.515,,0.149,1,1,2,0,90.0,4.515
286.17178,3.68885,1.089,4.354,,0.197,1,1,3,1,90.0,4.354
64.01533,8.74705,0.9561,3.126,,0.232,1,1,2,0,90.0,3.126
2.20604,66.95814,1.761,3.599,,0.203,1,1,2,0,90.0,3.599
51.72811,59.14832,1.019,3.346,,0.0913,1,1,2,0,90.0,3.346
90.58269,-6.59754,1.033,4.698,,0.0393,1,1,2,0,90.0,4.698
58.87896,57.13384,2.328,3.049,,0.174,1,1,2,0,90.0,3.049
84.79272,-8.09501,2.572,3.314,,0.0595,3,1,2,0,90.0,3.314
286.46616,4.97782,2.2,3.656,,1.78,1,1,3,1,90.0,3.656
55.32826,53.92748,2.582,3.875,,0.131,3,1,2,0,90.0,3.875
84.6424,-8.50157,2.388,3.311,,0.0491,1,1,2,0,90.0,3.311
23.77105,63.79266,2.597,3.539,,0.132,1,1,2,0,90.0,3.539
70.4138,-15.11841,0.7231,3.563,,0.0305,1,1,2,0,90.0,3.563
42.99264,-33.33976,2.776,3.303,,0.0753,1,1,2,0,90.0,3.303
94.06947,23.58239,2.169,3.632,,0.00669,1,1,2,0,90.0,3.632
80.0237,6.58198,1.365,3.054,,0.055,1,1,2,0,90.0,3.054
65.07027,54.2222,0.9212,3.191,,0.0419,1,1,2,0,90.0,3.191
67.50887,35.5064,1.616,3.381,,0.461,1,1,2,0,90.0,3.381
25.22789,62.30213,1.398,3.6,,0.0953,1,1,2,0,90.0,3.6
60.37359,51.15893,0.6684,3.221,,0.0056,1,1,2,0,90.0,3.221
39.80359,60.47913,2.256,4.303,,0.142,1,1,2,0,90.0,4.303
86.77036,25.52371,2.033,3.024,,0.134,1,1,2,0,90.0,3.024
86.55955,0.62992,1.719,3.83,,0.0715,1,1,2,0,90.0,3.83
97.43642,5.38802,2.425,4.797,,0.0923,3,1,2,0,90.0,4.797
82.59042,12.30544,2.86,7.755,,0.863,1,1,2,0,90.0,7.755
81.05186,35.51514,1.725,4.094,,0.11,1,1,2,0,90.0,4.094
57.07366,68.00364,0.9238,4.221,,0.0661,1,1,2,0,90.0,4.221
56.28994,54.53159,2.57,3.232,,0.0366,1,1,2,0,90.0,3.232
55.82969,31.23342,2.706,3.394,,0.0603,1,1,2,0,90.0,3.394
87.64838,10.27249,1.525,3.896,,0.0619,1,1,2,0,90.0,3.896
76.32426,-5.01738,1.231,3.204,,0.0329,1,1,2,0,90.0,3.204
17.86968,62.95364,1.279,3.549,,0.105,1,1,2,0,90.0,3.549
130.42367,-40.14297,2.35,3.449,,0.125,1,1,2,0,90.0,3.449
248.27753,-19.55673,1.725,3.15,,0.056,1,1,2,0,90.0,3.15
92.77711,15.86383,1.649,3.686,,0.0919,1,1,2,0,90.0,3.686
79.6379,8.00418,1.446,3.217,,0.137,1,1,2,0,90.0,3.217
87.12183,4.30361,1.877,3.758,,0.111,1,1,2,0,90.0,3.758
287.73135,12.52909,0.5419,4.01,,0.214,1,1,2,0,90.0,4.01
30.16037,51.07648,2.545,3.814,,0.0411,1,1,2,0,90.0,3.814
27.54778,63.44704,2.022,3.439,,0.215,1,1,2,0,90.0,3.439
60.83538,42.56184,0.6897,3.711,,0.0333,1,1,2,0,90.0,3.711
87.67877,4.67082,2.361,7.144,,0.106,1,1,2,0,90.0,7.144
58.59603,57.26538,1.854,3.206,,0.0886,1,1,2,0,90.0,3.206
109.87126,-6.25076,2.749,3.819,,0.322,1,1,2,0,90.0,3.819
78.47609,-69.12168,2.499,3.155,,0.127,1,1,2,0,90.0,3.155
47.28328,58.17658,1.001,3.818,,0.0766,1,1,2,0,90.0,3.818
66.67066,54.4898,2.682,4.24,,0.142,1,1,2,0,90.0,4.24
88.39199,2.39395,0.6255,3.279,,0.275,1,1,2,0,90.0,3.279
28.67614,61.31499,0.72,3.292,,0.0726,1,1,2,0,90.0,3.292
85.33277,-6.70054,1.341,3.184,,0.108,1,1,2,0,90.0,3.184
55.03383,39.60845,1.705,3.181,,0.0428,1,1,2,0,90.0,3.181
60.28221,35.83628,1.661,3.395,,0.189,1,1,2,0,90.0,3.395
83.50995,-1.26321,0.8439,3.965,,0.0664,1,1,2,0,90.0,3.965
25.88157,66.75945,2.454,3.322,,0.0407,1,1,2,0,90.0,3.322
32.45073,62.96965,2.704,5.407,,0.0573,1,1,2,0,90.0,5.407
16.7642,62.95919,2.847,5.689,,0.0567,1,1,2,0,90.0,5.689
177.32848,26.12161,2.791,3.236,,0.085,1,1,2,0,90.0,3.236
83.53983,8.90679,1.244,3.681,,0.0355,1,1,2,0,90.0,3.681
67.25104,60.63656,0.4653,3.273,,0.207,1,1,2,0,90.0,3.273
81.91646,9.06303,1.493,3.176,,0.0594,1,1,2,0,90.0,3.176
79.17835,-7.83447,1.283,3.592,,0.0109,1,1,2,0,90.0,3.592
82.48537,-3.92422,0.8394,3.316,,0.0442,1,1,2,0,90.0,3.316
92.37114,13.28774,2.916,3.355,,0.134,1,1,2,0,90.0,3.355
290.89383,9.36833,0.5768,4.099,,0.172,1,1,2,0,90.0,4.099
253.6436,-39.94871,1.938,3.623,,0.308,1,1,3,1,90.0,3.623
87.38746,5.36255,2.011,5.157,,0.0855,1,3,2,0,90.0,5.157
41.24419,62.5587,2.006,4.761,,0.0735,1,1,2,0,90.0,4.761
55.68266,32.65191,2.882,3.949,,0.143,1,1,2,0,90.0,3.949
83.26841,-3.67642,1.894,3.633,,0.163,1,1,2,0,90.0,3.633
18.0128,58.8506,2.086,4.249,,0.0488,1,1,2,0,90.0,4.249
51.09302,57.69474,2.845,3.705,,0.0633,1,1,2,0,90.0,3.705
85.32509,-2.93452,1.393,5.051,,0.839,1,1,2,0,90.0,5.051
58.16676,37.41907,2.554,3.34,,0.075,1,1,2,0,90.0,3.34
54.66841,46.50165,0.6368,3.537,,0.0562,1,1,2,0,90.0,3.537
74.3328,-69.47531,2.981,3.289,0.731,0.153,1,1,2,0,90.0,3.289
236.56421,-50.81352,2.557,4.862,,0.377,1,1,2,0,90.0,4.862
49.06716,55.48768,1.012,3.909,,0.00315,1,1,2,0,90.0,3.909
81.88751,11.60747,2.645,3.589,,0.133,3,1,2,0,90.0,3.589
